Date,Pyrgeometer_Temp_degC,SW_IN_W_m-2,SW_OUT_W_m-2,LW_IN_W_m-2,LW_OUT_W_m-2,T_soil_2cm_degC
2020-11-20 07:10:00,2.068,-0.681,1.755,-4.576,2.369,7.197
2020-11-20 07:20:00,2.099,-0.71,1.93,-4.803,2.425,7.205
2020-11-20 07:30:00,2.149,-0.624,1.702,-4.451,2.901,7.213
2020-11-20 07:40:00,2.21,-0.272,1.893,-4.594,3.069,7.215
2020-11-20 07:50:00,2.275,0.486,1.958,-5.353,3.111,7.223
2020-11-20 08:00:00,2.325,1.283,1.791,-5.166,3.405,7.231
2020-11-20 08:10:00,2.393,3.18,2.183,-4.965,3.549,7.236
2020-11-20 08:20:00,2.461,4.834,2.417,-5.245,3.482,7.24
2020-11-20 08:30:00,2.533,7.6,2.803,-5.461,3.571,7.246
2020-11-20 08:40:00,2.595,12.666,3.547,-5.767,3.836,7.255
2020-11-20 08:50:00,2.727,46.308,10.644,-7.447,5.033,7.258
2020-11-20 09:00:00,2.954,32.645,7.927,-7.21,4.67,7.268
2020-11-20 09:10:00,2.911,16.903,4.375,-6.561,3.236,7.275
2020-11-20 09:20:00,2.873,15.763,3.975,-6.233,3.344,7.29
2020-11-20 09:30:00,2.873,12.707,3.462,-5.398,3.529,7.306
2020-11-20 09:40:00,2.833,14.498,3.693,-3.86,3.844,7.317
2020-11-20 09:50:00,2.838,18.685,4.462,-3.708,4.127,7.326
2020-11-20 10:00:00,2.918,22.244,5.059,-3.536,4.334,7.339
2020-11-20 10:10:00,2.992,23.075,5.289,-3.707,4.451,7.347
2020-11-20 10:20:00,3.068,24.878,5.564,-3.814,4.487,7.354
2020-11-20 10:30:00,3.186,32.317,6.973,-4.173,4.433,7.363
2020-11-20 10:40:00,3.335,39.467,8.203,-4.715,4.445,7.37
2020-11-20 10:50:00,3.519,51.824,10.132,-5.212,4.782,7.388
2020-11-20 11:00:00,3.608,47.839,9.332,-5.418,4.07,7.399
2020-11-20 11:10:00,3.609,41.622,8.026,-5.451,3.838,7.41
2020-11-20 11:20:00,3.742,61.938,11.834,-6.241,4.587,7.423
2020-11-20 11:30:00,3.763,48.798,9.142,-6.615,3.782,7.43
2020-11-20 11:40:00,3.826,45.799,8.622,-7.046,4.111,7.452
2020-11-20 11:50:00,3.846,36.165,6.819,-7.189,3.833,7.473
2020-11-20 12:00:00,3.913,45.562,8.727,-7.592,3.522,7.482
2020-11-20 12:10:00,3.984,43.612,8.414,-8.087,3.162,7.499
2020-11-20 12:20:00,4.162,62.987,11.181,-9.998,4.168,7.517
2020-11-20 12:30:00,4.189,33.241,6.366,-8.9,2.637,7.529
2020-11-20 12:40:00,4.086,47.999,9.012,-8.708,2.893,7.542
2020-11-20 12:50:00,4.139,52.285,9.952,-7.731,3.943,7.557
2020-11-20 13:00:00,4.197,55.613,10.21,-7.656,4.123,7.564
2020-11-20 13:10:00,4.333,58.636,11.079,-8.102,4.188,7.577
2020-11-20 13:20:00,4.514,78.109,14.204,-10.484,4.714,7.594
2020-11-20 13:30:00,4.651,64.429,12.075,-10.276,3.715,7.608
2020-11-20 13:40:00,4.703,65.223,12.247,-11.602,3.421,7.626
2020-11-20 13:50:00,4.838,56.895,11.082,-11.264,3.007,7.648
2020-11-20 14:00:00,4.944,84.778,16.207,-11.661,3.632,7.662
2020-11-20 14:10:00,4.987,50.094,10.346,-9.648,3.026,7.681
2020-11-20 14:20:00,4.847,50.755,9.517,-14.513,2.406,7.694
2020-11-20 14:30:00,4.907,115.589,26.089,-12.673,4.939,7.714
2020-11-20 14:40:00,5.456,87.489,17.634,-19.87,3.716,7.731
2020-11-20 14:50:00,5.334,55.745,10.692,-15.811,1.551,7.745
2020-11-20 15:00:00,5.116,31.288,5.928,-16.351,0.86,7.768
2020-11-20 15:10:00,4.977,36.604,7.412,-14.809,1.124,7.79
2020-11-20 15:20:00,4.922,26.864,5.629,-14.148,0.887,7.794
2020-11-20 15:30:00,4.847,18.403,4.186,-14.62,0.583,7.803
2020-11-20 15:40:00,4.778,14.202,3.584,-15.063,0.398,7.817
2020-11-20 15:50:00,4.718,11.704,2.915,-15.415,0.359,7.82
2020-11-20 16:00:00,4.635,7.553,2.017,-15.866,0.31,7.82
2020-11-20 16:10:00,4.559,4.597,1.662,-14.573,0.417,7.818
2020-11-20 16:20:00,4.537,3.095,1.565,-13.209,0.489,7.827
2020-11-20 16:30:00,4.528,1.418,1.301,-13.172,0.298,7.821
2020-11-20 16:40:00,4.465,0.383,1.233,-18.374,-0.07,7.821
2020-11-20 16:50:00,4.345,-0.395,1.174,-17.739,-0.055,7.809
2020-11-20 17:00:00,4.205,-1.171,1.106,-29.398,-1.169,7.802
2020-11-20 17:10:00,3.893,-2.229,1.156,-40.411,-3.433,7.802
2020-11-20 17:20:00,3.531,-1.696,1.327,-37.078,-3.015,7.795
2020-11-20 17:30:00,3.349,-1.517,1.412,-40.46,-2.987,7.779
2020-11-20 17:40:00,3.056,-2.849,1.669,-63.764,-5.642,7.768
2020-11-20 17:50:00,2.524,-2.946,1.821,-60.643,-6.278,7.755
2020-11-20 18:00:00,2.161,-2.524,2.143,-67.185,-6.05,7.739
2020-11-20 18:10:00,1.783,-2.316,2.372,-65.535,-5.235,7.71
2020-11-20 18:20:00,1.716,-0.453,2.241,-32.69,-2.423,7.678
2020-11-20 18:30:00,1.731,-0.908,1.311,-24.755,-0.842,7.653
2020-11-20 18:40:00,1.553,-1.936,1.928,-43.465,-1.917,7.62
2020-11-20 18:50:00,1.178,-3.668,1.797,-65.629,-2.949,7.589
2020-11-20 19:00:00,0.599,-3.373,2.785,-72.223,-2.592,7.566
2020-11-20 19:10:00,0.351,-3.201,2.085,-69.358,-2.205,7.528
2020-11-20 19:20:00,NA,NA,NA,NA,NA,NA
2020-11-22 00:00:00,5.637,-0.216,0.273,-7.921,-1.899,6.652
2020-11-22 00:10:00,5.617,-0.242,0.266,-7.924,-1.885,6.655
2020-11-22 00:20:00,5.597,-0.231,0.267,-8.002,-1.783,6.663
2020-11-22 00:30:00,5.611,-0.163,0.347,-7.745,-1.696,6.667
2020-11-22 00:40:00,5.622,-0.165,0.296,-7.299,-1.671,6.672
2020-11-22 00:50:00,5.604,-0.258,0.246,-7.577,-1.751,6.674
2020-11-22 01:00:00,5.587,-0.132,0.312,-6.86,-1.477,6.676
2020-11-22 01:10:00,5.615,-0.064,0.339,-6.35,-1.422,6.683
2020-11-22 01:20:00,5.633,-0.152,0.303,-6.857,-1.561,6.688
2020-11-22 01:30:00,5.642,-0.155,0.311,-6.838,-1.578,6.684
2020-11-22 01:40:00,5.626,-0.178,0.271,-6.655,-1.564,6.693
2020-11-22 01:50:00,5.634,-0.12,0.335,-6.408,-1.434,6.701
2020-11-22 02:00:00,5.641,-0.14,0.31,-7.027,-1.529,6.701
2020-11-22 02:10:00,5.648,-0.16,0.387,-7.77,-1.557,6.708
2020-11-22 02:20:00,5.674,-0.087,0.427,-7.257,-1.459,6.721
2020-11-22 02:30:00,5.73,0.025,0.455,-6.144,-1.396,6.715
2020-11-22 02:40:00,5.777,-0.076,0.369,-6.474,-1.555,6.721
2020-11-22 02:50:00,5.805,-0.054,0.352,-6.114,-1.451,6.725
2020-11-22 03:00:00,5.846,-0.063,0.355,-6.216,-1.518,6.734
2020-11-22 03:10:00,5.873,-0.109,0.299,-6.213,-1.559,6.732
2020-11-22 03:20:00,5.887,-0.095,0.314,-6.264,-1.544,6.747
2020-11-22 03:30:00,5.918,-0.106,0.314,-6.106,-1.523,6.747
2020-11-22 03:40:00,5.948,-0.129,0.274,-6.494,-1.57,6.759
2020-11-22 03:50:00,5.932,-0.217,0.228,-6.18,-1.524,6.759
2020-11-22 04:00:00,5.948,-0.096,0.29,-6.079,-1.473,6.766
2020-11-22 04:10:00,5.968,-0.155,0.244,-6.251,-1.515,6.771
2020-11-22 04:20:00,5.962,-0.176,0.218,-6.481,-1.493,6.782
2020-11-22 04:30:00,5.947,-0.22,0.228,-7.136,-1.528,6.772
2020-11-22 04:40:00,5.931,-0.205,0.227,-6.354,-1.47,6.786
2020-11-22 04:50:00,5.896,-0.22,0.175,-6.191,-1.387,6.788
2020-11-22 05:00:00,5.882,-0.177,0.26,-6.454,-1.323,6.797
2020-11-22 05:10:00,5.861,-0.309,0.193,-7.011,-1.424,6.802
2020-11-22 05:20:00,5.791,-0.521,0.073,-6.724,-1.369,6.819
2020-11-22 05:30:00,5.685,-0.419,0.081,-7.348,-1.255,6.81
2020-11-22 05:40:00,5.659,-0.145,0.266,-6.136,-0.943,6.813
2020-11-22 05:50:00,5.678,-0.13,0.269,-6.132,-0.972,6.818
2020-11-22 06:00:00,5.669,-0.21,0.207,-5.649,-1.025,6.828
2020-11-22 06:10:00,5.649,-0.23,0.164,-5.578,-1.028,6.83
2020-11-22 06:20:00,5.637,-0.135,0.206,-5.115,-0.917,6.834
2020-11-22 06:30:00,5.629,-0.143,0.2,-5.255,-0.918,6.841
2020-11-22 06:40:00,5.626,-0.136,0.198,-4.757,-0.882,6.837
2020-11-22 06:50:00,5.632,-0.099,0.211,-4.738,-0.8,6.841
2020-11-22 07:00:00,5.615,-0.262,0.175,-6.971,-0.999,6.844
2020-11-22 07:10:00,5.566,-0.412,0.164,-9.59,-1.206,6.843
2020-11-22 07:20:00,5.513,-0.226,0.191,-6.144,-0.884,6.847
2020-11-22 07:30:00,5.512,0.011,0.261,-4.873,-0.704,6.853
2020-11-22 07:40:00,5.529,0.425,0.368,-5.119,-0.656,6.855
2020-11-22 07:50:00,5.56,1.311,0.493,-4.881,-0.625,6.857
2020-11-22 08:00:00,5.587,3.496,0.94,-5.162,-0.604,6.855
2020-11-22 08:10:00,5.624,6.47,1.601,-5.038,-0.501,6.864
2020-11-22 08:20:00,5.666,11.93,2.645,-4.684,-0.182,6.861
2020-11-22 08:30:00,5.756,18.3,4.051,-5.448,-0.058,6.864
2020-11-22 08:40:00,5.855,25.506,5.279,-5.961,0.186,6.877
2020-11-22 08:50:00,5.948,31.81,6.016,-9.449,-0.102,6.884
2020-11-22 09:00:00,6.032,45.441,8.764,-10.821,0.287,6.897
2020-11-22 09:10:00,6.139,53.5,10.352,-11.181,0.361,6.9
2020-11-22 09:20:00,6.2,46.742,8.522,-9.114,0.379,6.904
2020-11-22 09:30:00,6.242,53.076,9.411,-11.027,0.383,6.925
2020-11-22 09:40:00,6.268,47.804,8.037,-10.861,0.309,6.948
2020-11-22 09:50:00,6.377,50.806,9.041,-7.684,0.766,6.955
2020-11-22 10:00:00,6.517,61.438,11.313,-7.181,1.146,6.964
2020-11-22 10:10:00,6.709,67.811,12.521,-7.483,1.11,6.993
2020-11-22 10:20:00,6.848,66.298,12.125,-7.67,1.073,7.009
2020-11-22 10:30:00,6.986,60.742,10.916,-7.831,1.057,7.023
2020-11-22 10:40:00,7.123,66.167,11.472,-8.011,0.533,7.057
2020-11-22 10:50:00,7.212,71.081,12.12,-8.313,0.994,7.08
2020-11-22 11:00:00,7.338,96.01,16.602,-9.371,1.76,7.103
2020-11-22 11:10:00,7.488,112.978,19.968,-13.525,1.718,7.128
2020-11-22 11:20:00,7.713,130.287,23.393,-11.769,3.189,7.161
2020-11-22 11:30:00,7.704,85.703,14.339,-10.419,0.431,7.189
2020-11-22 11:40:00,7.551,76.469,12.756,-9.964,1.2,7.217
2020-11-22 11:50:00,7.594,89.116,14.825,-10.437,1.248,7.25
2020-11-22 12:00:00,7.615,98.555,16.431,-10.019,1.859,7.287
2020-11-22 12:10:00,7.761,87.492,14.555,-9.623,1.555,7.314
2020-11-22 12:20:00,7.671,54.265,8.48,-8.715,0.011,7.346
2020-11-22 12:30:00,7.566,48.419,7.756,-8.217,0.069,7.365
2020-11-22 12:40:00,7.56,62.586,10.556,-7.918,0.809,7.4
2020-11-22 12:50:00,7.789,72.163,12.791,-8.971,1.872,7.42
2020-11-22 13:00:00,7.869,63.388,10.967,-9.268,0.407,7.437
2020-11-22 13:10:00,7.859,58.631,10.214,-9.035,0.279,7.466
2020-11-22 13:20:00,7.678,42.588,7.975,-6.966,0.109,7.481
2020-11-22 13:30:00,7.348,28.316,5.496,-6.096,0.097,7.506
2020-11-22 13:40:00,7.218,31.191,6.033,-6.243,0.54,7.52
2020-11-22 13:50:00,7.289,34.915,6.647,-6.496,0.919,7.549
2020-11-22 14:00:00,7.395,33.641,6.107,-6.716,0.348,7.556
2020-11-22 14:10:00,7.407,30.499,5.649,-6.447,0.459,7.568
2020-11-22 14:20:00,7.337,30.596,5.782,-6.207,0.327,7.581
2020-11-22 14:30:00,7.417,45.694,8.971,-5.846,0.948,7.591
2020-11-22 14:40:00,7.389,35.797,7.561,-5.444,1.038,7.602
2020-11-22 14:50:00,7.248,10.055,2.301,-5.53,-0.127,7.606
2020-11-22 15:00:00,7.128,12.638,3.017,-4.601,0.093,7.616
2020-11-22 15:10:00,6.965,9.467,2.591,-3.355,0.309,7.632
2020-11-22 15:20:00,6.821,7.949,2.162,-2.394,0.66,7.635
2020-11-22 15:30:00,6.686,5.018,1.599,-1.936,0.683,7.643
2020-11-22 15:40:00,6.58,3.127,1.281,-1.546,0.683,7.646
2020-11-22 15:50:00,6.502,2.464,1.111,-1.695,0.7,7.645
2020-11-22 16:00:00,6.435,3.41,1.192,-1.346,0.771,7.651
2020-11-22 16:10:00,6.391,3.636,1.25,-1.677,0.829,7.65
2020-11-22 16:20:00,6.34,2.415,1.048,-3.699,0.651,7.648
2020-11-22 16:30:00,6.267,0.677,0.972,-7.909,0.113,7.651
2020-11-22 16:40:00,6.23,-0.21,0.846,-2.838,0.616,7.647
2020-11-22 16:50:00,6.247,-0.518,0.865,-3.296,0.672,7.648
2020-11-22 17:00:00,6.256,-0.631,0.923,-2.374,0.736,7.646
2020-11-22 17:10:00,6.259,-0.64,0.836,-1.708,0.825,7.632
2020-11-22 17:20:00,6.248,-0.771,0.84,-2.354,0.747,7.638
2020-11-22 17:30:00,6.233,-0.824,0.868,-2.84,0.684,7.632
2020-11-22 17:40:00,6.231,-0.654,0.812,-2.421,0.848,7.628
2020-11-22 17:50:00,6.264,-0.741,0.95,-2.499,0.813,7.624
2020-11-22 18:00:00,6.31,-0.829,0.95,-2.4,0.699,7.624
2020-11-22 18:10:00,6.34,-0.901,0.892,-2.027,0.633,7.623
2020-11-22 18:20:00,6.336,-0.924,0.749,-2.186,0.565,7.624
2020-11-22 18:30:00,6.311,-0.818,0.643,-2.053,0.601,7.617
2020-11-22 18:40:00,6.289,-0.683,0.622,-2.092,0.709,7.616
2020-11-22 18:50:00,6.267,-0.673,0.612,-2.37,0.722,7.616
2020-11-22 19:00:00,6.253,-0.717,0.677,-2.341,0.75,7.619
2020-11-22 19:10:00,6.262,-0.729,0.707,-2.129,0.734,7.61
2020-11-22 19:20:00,6.268,-0.691,0.676,-1.487,0.706,7.61
2020-11-22 19:30:00,6.252,-0.562,0.583,-1.317,0.724,7.608
2020-11-22 19:40:00,6.234,-0.4,0.497,-1.4,0.735,7.61
2020-11-22 19:50:00,6.221,-0.328,0.492,-1.335,0.775,7.613
2020-11-22 20:00:00,6.218,-0.291,0.522,-1.267,0.837,7.61
2020-11-22 20:10:00,6.226,-0.283,0.563,-1.323,0.832,7.609
2020-11-22 20:20:00,6.237,-0.39,0.606,-1.31,0.738,7.608
2020-11-22 20:30:00,6.217,-0.486,0.6,-2.139,0.633,7.61
2020-11-22 20:40:00,6.188,-0.545,0.681,-3.067,0.529,7.612
2020-11-22 20:50:00,6.189,-0.416,0.763,-2.112,0.669,7.609
2020-11-22 21:00:00,6.202,-0.331,0.735,-1.413,0.795,7.61
2020-11-22 21:10:00,6.214,-0.368,0.774,-1.741,0.8,7.606
2020-11-22 21:20:00,6.207,-0.435,0.788,-2.024,0.74,7.607
2020-11-22 21:30:00,6.195,-0.376,0.792,-1.94,0.823,7.605
2020-11-22 21:40:00,6.211,-0.381,0.813,-2.138,0.795,7.609
2020-11-22 21:50:00,6.195,-0.531,0.78,-3.673,0.597,7.613
2020-11-22 22:00:00,6.128,-0.978,0.933,-8.817,-0.011,7.613
2020-11-22 22:10:00,6.083,-0.524,0.966,-4.576,0.523,7.611
2020-11-22 22:20:00,6.111,-0.43,0.898,-3.963,0.692,7.605
2020-11-22 22:30:00,6.12,-0.603,0.949,-5.763,0.446,7.606
2020-11-22 22:40:00,6.096,-0.683,0.859,-6.502,0.26,7.604
2020-11-22 22:50:00,6.048,-0.581,0.857,-6.187,0.365,7.603
2020-11-22 23:00:00,6.049,-0.465,0.887,-5.005,0.583,7.605
2020-11-22 23:10:00,6.061,-0.413,0.912,-4.167,0.737,7.605
2020-11-22 23:20:00,6.098,-0.502,1.06,-3.888,0.708,7.599
2020-11-22 23:30:00,6.114,-0.589,1.029,-3.327,0.676,7.598
2020-11-22 23:40:00,6.114,-0.643,1.052,-3.593,0.629,7.599
2020-11-22 23:50:00,6.094,-0.692,0.903,-4.439,0.48,7.596
2020-11-24 00:00:00,-0.028,3.122,3.322,0.616,-0.24,5.817
2020-11-24 00:10:00,0.428,2.844,2.433,2.292,-0.13,5.796
2020-11-24 00:20:00,1.135,2.175,1.591,1.345,-0.872,5.778
2020-11-24 00:30:00,1.744,2.058,1.525,0.128,-1.192,5.753
2020-11-24 00:40:00,2.23,1.344,0.936,0.154,-1.197,5.736
2020-11-24 00:50:00,2.551,0.912,0.771,-0.04,-0.942,5.715
2020-11-24 01:00:00,2.719,0.525,0.566,-0.244,-0.61,5.703
2020-11-24 01:10:00,2.85,0.404,0.676,-0.474,-0.214,5.692
2020-11-24 01:20:00,2.891,-0.224,0.337,-1.357,-0.105,5.683
2020-11-24 01:30:00,2.784,-0.433,0.487,-3.104,0.171,5.676
2020-11-24 01:40:00,2.813,-0.272,1.327,-7.401,0.248,5.667
2020-11-24 01:50:00,2.927,-0.151,1.411,-6.108,0.232,5.664
2020-11-24 02:00:00,2.958,-0.549,1.28,-9.716,0.029,5.659
2020-11-24 02:10:00,2.828,-1.081,1.226,-13.92,-0.686,5.657
2020-11-24 02:20:00,2.822,-0.223,1.381,-7.6,0.072,5.665
2020-11-24 02:30:00,2.747,-0.892,0.709,-7.088,0.373,5.658
2020-11-24 02:40:00,2.632,-0.802,1.178,-11.8,0.487,5.658
2020-11-24 02:50:00,2.43,-1.539,0.495,-14.54,0.075,5.672
2020-11-24 03:00:00,2.225,-0.724,1.23,-15.305,0.572,5.678
2020-11-24 03:10:00,2.29,-0.989,1.534,-27.526,-0.335,5.686
2020-11-24 03:20:00,2.194,-1.388,1.035,-24.16,-1.09,5.7
2020-11-24 03:30:00,1.927,-1.484,0.82,-21.698,-0.601,5.709
2020-11-24 03:40:00,1.894,0.117,1.325,-14.769,0.452,5.711
2020-11-24 03:50:00,1.983,-0.438,0.943,-12.492,0.649,5.714
2020-11-24 04:00:00,1.858,-1.045,0.486,-13.302,0.843,5.724
2020-11-24 04:10:00,1.855,-0.376,1.287,-12.302,0.864,5.726
2020-11-24 04:20:00,2.328,1.787,2.385,-1.342,2.242,5.731
2020-11-24 04:30:00,2.626,-0.397,1.109,-10.394,0.727,5.739
2020-11-24 04:40:00,2.67,-0.593,0.856,-7.476,0.707,5.751
2020-11-24 04:50:00,2.595,-0.407,1.48,-10.775,1.142,5.756
2020-11-24 05:00:00,2.957,0.205,2.559,-11.068,1.181,5.77
2020-11-24 05:10:00,3.376,0.433,2.193,-4.354,1.288,5.78
2020-11-24 05:20:00,3.708,-0.14,2.115,-6.173,0.912,5.791
2020-11-24 05:30:00,3.921,-0.408,1.751,-4.667,0.637,5.805
2020-11-24 05:40:00,4.072,-0.484,1.651,-3.457,0.59,5.808
2020-11-24 05:50:00,4.175,-0.827,1.368,-3.149,0.308,5.83
2020-11-24 06:00:00,4.228,-1.162,1.059,-3.499,0.076,5.844
2020-11-24 06:10:00,4.323,-1.15,1.057,-3.665,0.002,5.862
2020-11-24 06:20:00,4.434,-1.155,0.908,-3.831,-0.104,5.874
2020-11-24 06:30:00,4.538,-1.16,0.888,-4.136,-0.185,5.898
2020-11-24 06:40:00,4.639,-1.191,0.724,-4.499,-0.431,5.909
2020-11-24 06:50:00,4.679,-1.207,0.581,-4.745,-0.627,5.927
2020-11-24 07:00:00,4.714,-1.101,0.572,-4.882,-0.655,5.946
2020-11-24 07:10:00,4.745,-0.973,0.467,-4.885,-0.723,5.958
2020-11-24 07:20:00,4.732,-0.939,0.348,-4.928,-0.721,5.976
2020-11-24 07:30:00,4.71,-0.804,0.341,-4.859,-0.647,5.988
2020-11-24 07:40:00,4.702,-0.32,0.432,-4.664,-0.551,6.005
2020-11-24 07:50:00,4.707,0.363,0.59,-4.594,-0.407,6.021
2020-11-24 08:00:00,4.711,0.46,0.483,-4.647,-0.433,6.033
2020-11-24 08:10:00,4.701,1.461,0.631,-4.456,-0.311,6.05
2020-11-24 08:20:00,4.725,3.444,1.018,-4.474,-0.214,6.062
2020-11-24 08:30:00,4.764,9.32,2.049,-4.735,0.079,6.069
2020-11-24 08:40:00,4.848,15.873,3.155,-5.505,0.34,6.084
2020-11-24 08:50:00,4.922,20.178,3.831,-5.932,0.459,6.096
2020-11-24 09:00:00,4.991,24.919,4.612,-6.288,0.556,6.116
2020-11-24 09:10:00,5.082,26.484,4.854,-6.431,0.777,6.131
2020-11-24 09:20:00,5.182,24.325,4.317,-6.696,0.645,6.149
2020-11-24 09:30:00,5.286,29.991,5.207,-7.185,0.785,6.167
2020-11-24 09:40:00,5.424,44.663,7.726,-8.136,1.191,6.18
2020-11-24 09:50:00,5.544,43.388,7.479,-8.364,0.98,6.207
2020-11-24 10:00:00,5.547,41.776,7.06,-8.235,0.443,6.227
2020-11-24 10:10:00,5.524,42.602,7.192,-8.182,0.251,6.254
2020-11-24 10:20:00,5.516,50.168,8.659,-8.017,0.698,6.271
2020-11-24 10:30:00,5.63,56.978,9.675,-8.353,1.372,6.304
2020-11-24 10:40:00,5.828,74.019,12.684,-9.175,1.948,6.319
2020-11-24 10:50:00,6.054,89.251,15.212,-10.532,2.578,6.344
2020-11-24 11:00:00,6.224,76.689,12.541,-11.587,1.373,6.367
2020-11-24 11:10:00,6.231,80.018,13.247,-10.846,1.424,6.401
2020-11-24 11:20:00,6.367,114.905,19.479,-12.258,2.69,6.435
2020-11-24 11:30:00,6.523,99.385,16.322,-13.514,2.253,6.477
2020-11-24 11:40:00,6.388,80.131,12.702,-11.9,0.863,6.508
2020-11-24 11:50:00,6.274,84.34,13.933,-11.395,1.626,6.539
2020-11-24 12:00:00,6.204,102.038,16.918,-11.331,1.97,6.58
2020-11-24 12:10:00,6.183,93.97,15.935,-11.264,2.071,6.617
2020-11-24 12:20:00,6.124,84.692,13.881,-11.433,1.739,6.65
2020-11-24 12:30:00,5.981,76.389,12.227,-11.158,1.124,6.688
2020-11-24 12:40:00,5.768,80.409,13.177,-10.523,1.7,6.724
2020-11-24 12:50:00,5.67,92.978,15.628,-10.214,2.351,6.757
2020-11-24 13:00:00,5.702,105.557,18.133,-10.541,3.583,6.784
2020-11-24 13:10:00,5.935,116.705,20.045,-12.772,3.973,6.804
2020-11-24 13:20:00,5.882,111.572,18.924,-14.594,2.418,6.847
2020-11-24 13:30:00,5.812,134.917,24.39,-22.3,3.13,6.864
2020-11-24 13:40:00,5.836,136.722,25.384,-17.393,4.35,6.903
2020-11-24 13:50:00,6.189,174.201,34.021,-24.842,5.564,6.935
2020-11-24 14:00:00,6.41,148.555,28.212,-39.952,2.664,6.957
2020-11-24 14:10:00,6.231,188.082,42.057,-53.612,2.753,6.989
2020-11-24 14:20:00,6.733,208,48.763,-48.976,4.568,7.031
2020-11-24 14:30:00,6.654,185.999,43.032,-68.674,0.061,7.052
2020-11-24 14:40:00,6.333,160.273,28.954,-76.567,-2.622,7.076
2020-11-24 14:50:00,5.887,129.113,14.216,-84.928,-6.085,7.11
2020-11-24 15:00:00,5.573,94.903,9.104,-83.826,-7.231,7.126
2020-11-24 15:10:00,5.064,33.97,7.25,-82.026,-6.87,7.126
2020-11-24 15:20:00,4.556,29.428,7.075,-80.096,-5.38,7.123
2020-11-24 15:30:00,4.216,25.825,6.775,-78.771,-5.761,7.106
2020-11-24 15:40:00,3.817,22.082,6.525,-77.072,-6.746,7.074
2020-11-24 15:50:00,3.526,18.147,6.434,-76.338,-6.535,7.054
2020-11-24 16:00:00,3.17,13.702,5.404,-75.007,-7.75,7.021
2020-11-24 16:10:00,2.947,7.079,4.157,-74.695,-7.863,6.992
2020-11-24 16:20:00,2.552,1.827,3.07,-73.608,-8.169,6.96
2020-11-24 16:30:00,2.26,-0.798,3.197,-72.88,-6.284,6.916
2020-11-24 16:40:00,1.995,-2.506,2.885,-71.104,-7.013,6.891
2020-11-24 16:50:00,1.759,-2.616,2.746,-61.626,-4.811,6.84
2020-11-24 17:00:00,1.814,-1.356,2.627,-43.089,-2.88,6.805
2020-11-24 17:10:00,1.957,-0.173,2.359,-24.217,-0.971,6.761
2020-11-24 17:20:00,2.257,0.73,1.935,-9.099,1.551,6.724
2020-11-24 17:30:00,2.636,0.694,1.709,-5.838,2.042,6.683
2020-11-24 17:40:00,2.927,0.449,1.331,-5.948,1.72,6.655
2020-11-24 17:50:00,3.122,0.14,0.996,-6.741,1.201,6.625
2020-11-24 18:00:00,3.218,-0.042,0.72,-6.803,0.928,6.597
2020-11-24 18:10:00,3.275,-0.151,0.55,-6.487,0.849,6.59
2020-11-24 18:20:00,3.278,-0.236,0.451,-6.314,1.033,6.584
2020-11-24 18:30:00,3.269,-0.308,0.418,-7.056,0.993,6.57
2020-11-24 18:40:00,3.245,-0.313,0.33,-7.211,0.729,6.568
2020-11-24 18:50:00,3.235,-0.26,0.388,-6.464,0.996,6.56
2020-11-24 19:00:00,3.223,-0.282,0.349,-6.328,0.999,6.555
2020-11-24 19:10:00,3.214,-0.268,0.397,-6.323,1.147,6.552
2020-11-24 19:20:00,3.213,-0.279,0.407,-7.139,1.028,6.546
2020-11-24 19:30:00,3.214,-0.264,0.434,-6.409,1.153,6.546
2020-11-24 19:40:00,3.211,-0.249,0.415,-6.272,1.255,6.544
2020-11-24 19:50:00,3.213,-0.246,0.364,-6.462,0.975,6.54
2020-11-24 20:00:00,3.198,-0.289,0.287,-6.324,0.82,6.53
2020-11-24 20:10:00,3.167,-0.297,0.245,-6.073,0.831,6.535
2020-11-24 20:20:00,3.144,-0.308,0.324,-5.81,1.239,6.536
2020-11-24 20:30:00,3.134,-0.274,0.368,-5.726,1.361,6.528
2020-11-24 20:40:00,3.132,-0.273,0.336,-5.843,1.255,6.527
2020-11-24 20:50:00,3.115,-0.311,0.285,-5.935,1.187,6.53
2020-11-24 21:00:00,3.089,-0.329,0.282,-5.904,1.228,6.525
2020-11-24 21:10:00,3.057,-0.334,0.271,-5.732,1.287,6.525
2020-11-24 21:20:00,3.029,-0.347,0.276,-5.715,1.395,6.517
2020-11-24 21:30:00,2.999,-0.3,0.303,-5.375,1.467,6.524
2020-11-24 21:40:00,2.984,-0.296,0.265,-5.353,1.426,6.519
2020-11-24 21:50:00,2.965,-0.268,0.285,-5.227,1.413,6.518
2020-11-24 22:00:00,2.959,-0.265,0.317,-5.132,1.546,6.509
2020-11-24 22:10:00,2.947,-0.278,0.293,-5.111,1.522,6.508
2020-11-24 22:20:00,2.919,-0.33,0.222,-5.021,1.486,6.508
2020-11-24 22:30:00,2.878,-0.326,0.216,-4.911,1.537,6.504
2020-11-24 22:40:00,2.836,-0.329,0.212,-4.914,1.558,6.503
2020-11-24 22:50:00,2.811,-0.263,0.258,-4.794,1.594,6.503
2020-11-24 23:00:00,2.784,-0.294,0.21,-5.031,1.47,6.492
2020-11-24 23:10:00,2.744,-0.289,0.188,-4.845,1.472,6.494
