"Date","TSoil_2cm_degC","Tsoil_5cm_degC","Tsoil_10cm_degC","Tsoil_20cm_degC","Tsoil_50cm_degC","SoilHeatFlux_Wm2"
2020-04-17 13:20:00,11.591,10.472,9.764,9.261,8.964,83.679
2020-04-17 13:30:00,11.697,10.558,9.813,9.273,8.96,83.177
2020-04-17 13:40:00,11.778,10.641,9.87,9.291,8.957,83.783
2020-04-17 13:50:00,11.915,10.786,9.98,9.345,8.959,84.183
2020-04-17 14:00:00,11.959,10.775,9.971,9.326,8.957,82.11
2020-04-17 14:10:00,12.036,10.864,10.031,9.344,8.956,72.566
2020-04-17 14:20:00,12.116,10.939,10.094,9.369,8.954,71.809
2020-04-17 14:30:00,12.184,11.01,10.143,9.39,8.953,73.099
2020-04-17 14:40:00,12.231,11.097,10.211,9.406,8.952,73.07
2020-04-17 14:50:00,12.289,11.152,10.252,9.427,8.95,71.574
2020-04-17 15:00:00,12.34,11.218,10.304,9.45,8.947,69.421
2020-04-17 15:10:00,12.376,11.286,10.371,9.476,8.952,66.684
2020-04-17 15:20:00,12.416,11.318,10.416,9.503,8.951,63.518
2020-04-17 15:30:00,12.439,11.375,10.472,9.527,8.945,60.417
2020-04-17 15:40:00,12.454,11.402,10.515,9.551,8.947,57.396
2020-04-17 15:50:00,12.475,11.464,10.565,9.577,8.948,54.198
2020-04-17 16:00:00,12.493,11.523,10.601,9.619,8.951,50.975
2020-04-17 16:10:00,12.507,11.549,10.65,9.636,8.953,47.455
2020-04-17 16:20:00,12.514,11.573,10.697,9.659,8.951,44.185
2020-04-17 16:30:00,12.529,11.618,10.743,9.702,8.95,40.922
2020-04-17 16:40:00,12.523,11.644,10.774,9.723,8.953,37.471
2020-04-17 16:50:00,12.516,11.64,10.821,9.758,8.953,34.013
2020-04-17 17:00:00,12.508,11.682,10.845,9.786,8.952,30.687
2020-04-17 17:10:00,12.484,11.688,10.881,9.814,8.957,27.434
2020-04-17 17:20:00,12.463,11.704,10.914,9.831,8.961,24.367
2020-04-17 17:30:00,12.437,11.711,10.94,9.861,8.961,21.486
2020-04-17 17:40:00,12.408,11.734,10.961,9.884,8.965,18.644
2020-04-17 17:50:00,12.368,11.717,10.986,9.912,8.967,15.937
2020-04-17 18:00:00,12.329,11.714,11.003,9.946,8.971,13.433
2020-04-17 18:10:00,12.288,11.726,11.027,9.959,8.975,11.039
2020-04-17 18:20:00,12.233,11.704,11.052,9.983,8.979,8.486
2020-04-17 18:30:00,12.169,11.725,11.068,10.004,8.983,6.042
2020-04-17 18:40:00,12.118,11.718,11.086,10.038,8.989,3.958
2020-04-17 18:50:00,12.05,11.686,11.083,10.056,8.993,1.944
2020-04-17 19:00:00,11.992,11.693,11.099,10.093,8.997,0.229
2020-04-17 19:10:00,11.9,11.638,11.095,10.093,9.004,-1.189
2020-04-17 19:20:00,11.826,11.615,11.098,10.126,9.007,-2.911
2020-04-17 19:30:00,11.741,11.588,11.112,10.146,9.008,-4.806
2020-04-17 19:40:00,11.655,11.575,11.099,10.157,9.017,-6.417
2020-04-17 19:50:00,11.559,11.514,11.101,10.184,9.019,-7.663
2020-04-17 20:00:00,11.458,11.471,11.072,10.183,9.025,-8.779
2020-04-17 20:10:00,11.35,11.426,11.089,10.207,9.031,-9.724
2020-04-17 20:20:00,11.28,11.419,11.065,10.232,9.039,-10.748
2020-04-17 20:30:00,11.164,11.334,11.055,10.22,9.045,-11.651
2020-04-17 20:40:00,11.071,11.284,11.03,10.22,9.045,-12.327
2020-04-17 20:50:00,10.981,11.244,11.015,10.258,9.055,-12.938
2020-04-17 21:00:00,10.91,11.208,10.996,10.258,9.058,-13.49
2020-04-17 21:10:00,10.823,11.141,10.978,10.257,9.063,-13.76
2020-04-17 21:20:00,10.733,11.097,10.947,10.275,9.069,-14.161
2020-04-17 21:30:00,10.668,11.02,10.941,10.277,9.076,-14.533
2020-04-17 21:40:00,10.59,11.024,10.94,10.291,9.082,-14.988
2020-04-17 21:50:00,10.522,10.968,10.887,10.297,9.092,-15.432
2020-04-17 22:00:00,10.429,10.872,10.854,10.29,9.091,-15.797
2020-04-17 22:10:00,10.344,10.854,10.837,10.284,9.096,-16.116
2020-04-17 22:20:00,10.294,10.813,10.808,10.296,9.102,-16.256
2020-04-17 22:30:00,10.218,10.724,10.779,10.28,9.106,-15.889
2020-04-17 22:40:00,10.152,10.713,10.754,10.292,9.111,-15.666
2020-04-17 22:50:00,10.118,10.67,10.734,10.288,9.121,-15.789
2020-04-17 23:00:00,10.068,10.636,10.699,10.299,9.122,-15.758
2020-04-17 23:10:00,10.005,10.577,10.67,10.285,9.126,-15.878
2020-04-17 23:20:00,9.959,10.542,10.641,10.265,9.131,-16.109
2020-04-17 23:30:00,9.893,10.472,10.603,10.263,9.14,-16.295
2020-04-17 23:40:00,9.856,10.424,10.583,10.256,9.14,-16.44
2020-04-17 23:50:00,9.793,10.401,10.538,10.26,9.148,-16.667
2020-04-18 00:00:00,9.755,10.377,10.532,10.251,9.151,-16.872
2020-04-18 00:10:00,9.696,10.293,10.496,10.242,9.163,-16.964
2020-04-18 00:20:00,9.635,10.276,10.468,10.241,9.167,-17.182
2020-04-18 00:30:00,9.583,10.248,10.441,10.23,9.162,-17.416
2020-04-18 00:40:00,9.538,10.213,10.401,10.232,9.175,-17.571
2020-04-18 00:50:00,9.475,10.167,10.393,10.209,9.177,-17.64
2020-04-18 01:00:00,9.444,10.128,10.373,10.219,9.183,-17.797
2020-04-18 01:10:00,9.372,10.07,10.322,10.186,9.187,-17.859
2020-04-18 01:20:00,9.332,10.028,10.295,10.186,9.192,-17.866
2020-04-18 01:30:00,9.285,9.987,10.276,10.18,9.194,-18.022
2020-04-18 01:40:00,9.253,9.974,10.245,10.187,9.203,-18.095
2020-04-18 01:50:00,9.19,9.915,10.22,10.163,9.207,-18.257
2020-04-18 02:00:00,9.135,9.878,10.18,10.142,9.21,-18.447
2020-04-18 02:10:00,9.106,9.852,10.165,10.139,9.215,-18.539
2020-04-18 02:20:00,9.058,9.807,10.14,10.12,9.219,-18.516
2020-04-18 02:30:00,9.015,9.765,10.103,10.101,9.224,-18.554
2020-04-18 02:40:00,8.967,9.735,10.086,10.105,9.226,-18.565
2020-04-18 02:50:00,8.943,9.701,10.042,10.088,9.23,-18.628
2020-04-18 03:00:00,8.883,9.683,10.015,10.076,9.234,-18.73
2020-04-18 03:10:00,8.864,9.63,9.995,10.069,9.24,-18.908
2020-04-18 03:20:00,8.784,9.595,9.964,10.049,9.241,-19.174
2020-04-18 03:30:00,8.75,9.559,9.937,10.028,9.241,-19.361
2020-04-18 03:40:00,8.73,9.537,9.908,10.029,9.246,-19.545
2020-04-18 03:50:00,8.699,9.488,9.898,10.027,9.248,-19.481
2020-04-18 04:00:00,8.636,9.44,9.835,9.972,9.257,-19.27
2020-04-18 04:10:00,8.608,9.41,9.823,9.972,9.265,-19.12
2020-04-18 04:20:00,8.596,9.432,9.818,9.987,9.261,-18.907
2020-04-18 04:30:00,8.549,9.345,9.775,9.964,9.267,-18.81
2020-04-18 04:40:00,8.51,9.33,9.728,9.935,9.264,-19.014
2020-04-18 04:50:00,8.49,9.291,9.72,9.945,9.268,-19.198
2020-04-18 05:00:00,8.469,9.28,9.704,9.918,9.269,-19.328
2020-04-18 05:10:00,8.387,9.209,9.646,9.89,9.274,-19.481
2020-04-18 05:20:00,8.349,9.201,9.631,9.859,9.273,-19.61
2020-04-18 05:30:00,8.33,9.167,9.625,9.869,9.275,-19.706
2020-04-18 05:40:00,8.266,9.099,9.573,9.834,9.275,-19.726
2020-04-18 05:50:00,8.244,9.101,9.563,9.827,9.277,-19.479
2020-04-18 06:00:00,8.238,9.104,9.566,9.842,9.281,-19.201
2020-04-18 06:10:00,8.232,9.053,9.52,9.81,9.277,-18.767
2020-04-18 06:20:00,8.204,9.036,9.49,9.78,9.286,-17.972
2020-04-18 06:30:00,8.204,8.989,9.47,9.775,9.283,-16.987
2020-04-18 06:40:00,8.209,8.977,9.442,9.76,9.281,-15.939
2020-04-18 06:50:00,8.224,8.975,9.412,9.741,9.278,-14.77
2020-04-18 07:00:00,8.259,8.987,9.402,9.742,9.274,-13.25
2020-04-18 07:10:00,8.279,8.917,9.36,9.7,9.28,-11.731
2020-04-18 07:20:00,8.32,8.944,9.346,9.697,9.277,-10.253
2020-04-18 07:30:00,8.372,8.922,9.319,9.669,9.274,-8.661
2020-04-18 07:40:00,8.419,8.917,9.307,9.655,9.272,-6.579
2020-04-18 07:50:00,8.467,8.91,9.297,9.63,9.272,-4.642
2020-04-18 08:00:00,8.535,8.938,9.285,9.619,9.27,-3.273
2020-04-18 08:10:00,8.61,8.954,9.266,9.603,9.271,-1.906
2020-04-18 08:20:00,8.681,8.973,9.264,9.592,9.27,-0.455
2020-04-18 08:30:00,8.754,8.96,9.263,9.567,9.27,1.588
2020-04-18 08:40:00,8.84,9.014,9.248,9.562,9.266,2.647
2020-04-18 08:50:00,8.935,9.051,9.259,9.557,9.264,3.396
2020-04-18 09:00:00,9.023,9.085,9.285,9.566,9.264,5.253
2020-04-18 09:10:00,9.09,9.09,9.259,9.531,9.259,7.775
2020-04-18 09:20:00,9.159,9.128,9.268,9.521,9.261,10.578
2020-04-18 09:30:00,9.243,9.177,9.284,9.516,9.261,13.429
2020-04-18 09:40:00,9.321,9.217,9.28,9.49,9.254,15.735
2020-04-18 09:50:00,9.416,9.245,9.297,9.489,9.254,18.036
2020-04-18 10:00:00,9.49,9.302,9.303,9.484,9.254,21.437
2020-04-18 10:10:00,9.615,9.324,9.318,9.471,9.252,25.04
2020-04-18 10:20:00,9.734,9.389,9.329,9.471,9.251,29.829
2020-04-18 10:30:00,9.864,9.447,9.352,9.465,9.25,34.241
2020-04-18 10:40:00,10.003,9.504,9.392,9.462,9.247,38.099
2020-04-18 10:50:00,10.151,9.589,9.411,9.459,9.244,42.123
2020-04-18 11:00:00,10.303,9.656,9.435,9.455,9.242,46.374
2020-04-18 11:10:00,10.455,9.73,9.467,9.459,9.243,50.399
2020-04-18 11:20:00,10.604,9.826,9.507,9.449,9.24,54.317
2020-04-18 11:30:00,10.76,9.889,9.531,9.457,9.239,57.892
2020-04-18 11:40:00,10.905,9.98,9.583,9.459,9.242,61.808
2020-04-18 11:50:00,11.048,10.091,9.626,9.47,9.239,66.222
2020-04-18 12:00:00,11.201,10.155,9.67,9.465,9.236,69.639
2020-04-18 12:10:00,11.331,10.258,9.725,9.472,9.231,73.064
2020-04-18 12:20:00,11.466,10.348,9.775,9.482,9.234,77.399
2020-04-18 12:30:00,11.6,10.461,9.819,9.494,9.225,81.432
2020-04-18 12:40:00,11.732,10.556,9.877,9.496,9.225,84.319
2020-04-18 12:50:00,11.854,10.628,9.924,9.492,9.224,86.179
2020-04-18 13:00:00,11.992,10.73,9.996,9.525,9.219,88.132
2020-04-18 13:10:00,12.109,10.819,10.048,9.541,9.218,89.28
2020-04-18 13:20:00,12.231,10.9,10.109,9.549,9.214,89.56
2020-04-18 13:30:00,12.344,11.001,10.175,9.564,9.213,88.028
2020-04-18 13:40:00,12.451,11.109,10.23,9.583,9.212,86.661
2020-04-18 13:50:00,12.535,11.197,10.301,9.61,9.212,87.033
2020-04-18 14:00:00,12.598,11.279,10.357,9.616,9.21,85.027
2020-04-18 14:10:00,12.681,11.365,10.41,9.642,9.208,77.151
2020-04-18 14:20:00,12.754,11.461,10.488,9.671,9.208,76.225
2020-04-18 14:30:00,12.816,11.528,10.551,9.698,9.204,75.915
2020-04-18 14:40:00,12.865,11.564,10.601,9.716,9.204,74.978
2020-04-18 14:50:00,12.922,11.663,10.67,9.747,9.204,71.088
2020-04-18 15:00:00,12.975,11.725,10.725,9.775,9.202,63.643
2020-04-18 15:10:00,13.027,11.793,10.781,9.804,9.206,54.831
2020-04-18 15:20:00,13.058,11.858,10.836,9.846,9.208,46.546
2020-04-18 15:30:00,13.059,11.896,10.888,9.871,9.209,42.485
2020-04-18 15:40:00,13.073,11.929,10.946,9.891,9.209,39.283
2020-04-18 15:50:00,13.07,11.981,10.987,9.925,9.209,36.881
2020-04-18 16:00:00,13.076,12.016,11.043,9.943,9.205,35.207
2020-04-18 16:10:00,13.07,12.054,11.093,9.974,9.209,33.965
2020-04-18 16:20:00,13.089,12.054,11.12,10.014,9.204,31.042
2020-04-18 16:30:00,13.097,12.091,11.164,10.039,9.211,27.943
2020-04-18 16:40:00,13.103,12.12,11.207,10.078,9.211,25.203
2020-04-18 16:50:00,13.098,12.132,11.239,10.098,9.214,22.647
2020-04-18 17:00:00,13.086,12.18,11.289,10.126,9.215,20.992
2020-04-18 17:10:00,13.06,12.185,11.301,10.156,9.214,19.74
2020-04-18 17:20:00,13.039,12.22,11.336,10.192,9.22,18.522
2020-04-18 17:30:00,13.021,12.221,11.365,10.222,9.226,17.248
2020-04-18 17:40:00,12.994,12.214,11.377,10.237,9.225,15.784
2020-04-18 17:50:00,12.954,12.24,11.42,10.268,9.227,14.19
2020-04-18 18:00:00,12.935,12.217,11.443,10.287,9.23,12.266
2020-04-18 18:10:00,12.887,12.218,11.455,10.316,9.234,9.515
2020-04-18 18:20:00,12.846,12.23,11.486,10.331,9.241,6.994
2020-04-18 18:30:00,12.809,12.228,11.492,10.361,9.242,6.293
2020-04-18 18:40:00,12.759,12.23,11.509,10.383,9.25,5.775
2020-04-18 18:50:00,12.721,12.202,11.522,10.413,9.251,5.304
2020-04-18 19:00:00,12.681,12.203,11.531,10.429,9.257,4.762
2020-04-18 19:10:00,12.643,12.198,11.545,10.456,9.259,4.053
2020-04-18 19:20:00,12.604,12.171,11.548,10.478,9.263,3.064
2020-04-18 19:30:00,12.562,12.17,11.55,10.497,9.267,1.998
2020-04-18 19:40:00,12.516,12.14,11.553,10.512,9.267,0.985
2020-04-18 19:50:00,12.466,12.127,11.557,10.532,9.279,0.396
2020-04-18 20:00:00,12.429,12.113,11.558,10.538,9.279,0.318
2020-04-18 20:10:00,12.385,12.08,11.554,10.564,9.28,0.203
2020-04-18 20:20:00,12.336,12.072,11.568,10.575,9.289,-0.019
2020-04-18 20:30:00,12.296,12.036,11.564,10.59,9.289,-0.249
2020-04-18 20:40:00,12.259,12.049,11.557,10.6,9.294,-0.529
2020-04-18 20:50:00,12.22,12.006,11.537,10.608,9.3,-0.912
2020-04-18 21:00:00,12.169,11.974,11.539,10.624,9.304,-1.337
2020-04-18 21:10:00,12.125,11.962,11.526,10.633,9.31,-1.81
2020-04-18 21:20:00,12.091,11.959,11.544,10.652,9.317,-2.249
2020-04-18 21:30:00,12.044,11.918,11.528,10.656,9.317,-2.661
2020-04-18 21:40:00,12.008,11.895,11.516,10.664,9.325,-2.821
2020-04-18 21:50:00,11.958,11.864,11.499,10.658,9.331,-2.702
2020-04-18 22:00:00,11.946,11.874,11.548,10.711,9.337,-2.473
2020-04-18 22:10:00,11.931,11.839,11.515,10.706,9.337,-2.263
2020-04-18 22:20:00,11.848,11.766,11.465,10.686,9.35,-2.267
2020-04-18 22:30:00,11.82,11.76,11.456,10.685,9.351,-2.41
2020-04-18 22:40:00,11.799,11.73,11.459,10.696,9.36,-2.495
2020-04-18 22:50:00,11.762,11.715,11.437,10.699,9.363,-2.54
2020-04-18 23:00:00,11.745,11.699,11.425,10.705,9.37,-2.595
2020-04-18 23:10:00,11.723,11.695,11.403,10.704,9.376,-2.738
2020-04-18 23:20:00,11.687,11.663,11.415,10.722,9.381,-2.954
2020-04-18 23:30:00,11.688,11.674,11.416,10.734,9.388,-3.471
2020-04-18 23:40:00,11.676,11.64,11.412,10.736,9.394,-4.18
2020-04-18 23:50:00,11.643,11.649,11.408,10.745,9.4,-4.767
2020-04-19 00:00:00,11.599,11.587,11.359,10.731,9.406,-5.353
2020-04-19 00:10:00,11.571,11.57,11.364,10.747,9.414,-6.009
2020-04-19 00:20:00,11.519,11.535,11.329,10.73,9.417,-6.412
2020-04-19 00:30:00,11.477,11.503,11.325,10.723,9.423,-6.613
2020-04-19 00:40:00,11.441,11.498,11.313,10.722,9.43,-6.799
2020-04-19 00:50:00,11.391,11.469,11.299,10.716,9.438,-6.932
2020-04-19 01:00:00,11.352,11.442,11.285,10.719,9.439,-7.157
2020-04-19 01:10:00,11.316,11.426,11.28,10.726,9.445,-7.718
2020-04-19 01:20:00,11.287,11.411,11.265,10.732,9.449,-8.219
2020-04-19 01:30:00,11.252,11.359,11.248,10.724,9.455,-10.182
2020-04-19 01:40:00,11.197,11.342,11.22,10.725,9.461,-15.86
2020-04-19 01:50:00,11.15,11.307,11.208,10.712,9.467,-14.639
2020-04-19 02:00:00,11.114,11.299,11.192,10.718,9.473,-13.789
2020-04-19 02:10:00,11.076,11.27,11.174,10.712,9.479,-13.064
2020-04-19 02:20:00,11.034,11.248,11.166,10.713,9.484,-12.52
2020-04-19 02:30:00,11.016,11.216,11.156,10.711,9.487,-12.096
2020-04-19 02:40:00,10.973,11.177,11.126,10.699,9.493,-11.753
2020-04-19 02:50:00,10.95,11.167,11.105,10.693,9.498,-11.513
2020-04-19 03:00:00,10.927,11.145,11.094,10.701,9.502,-11.3
2020-04-19 03:10:00,10.898,11.134,11.082,10.692,9.505,-11.135
2020-04-19 03:20:00,10.875,11.082,11.051,10.696,9.51,-10.973
2020-04-19 03:30:00,10.847,11.078,11.041,10.684,9.513,-10.789
2020-04-19 03:40:00,10.812,11.022,11.016,10.677,9.514,-10.631
2020-04-19 03:50:00,10.789,11.005,10.997,10.662,9.521,-10.576
2020-04-19 04:00:00,10.777,11,10.995,10.662,9.525,-10.544
2020-04-19 04:10:00,10.752,10.965,10.975,10.66,9.528,-10.519
2020-04-19 04:20:00,10.729,10.95,10.954,10.655,9.53,-10.549
2020-04-19 04:30:00,10.704,10.908,10.948,10.636,9.536,-10.711
2020-04-19 04:40:00,10.682,10.901,10.918,10.636,9.54,-10.886
2020-04-19 04:50:00,10.662,10.894,10.905,10.624,9.545,-10.896
2020-04-19 05:00:00,10.649,10.849,10.9,10.615,9.545,-10.835
2020-04-19 05:10:00,10.621,10.864,10.87,10.613,9.55,-10.837
2020-04-19 05:20:00,10.605,10.831,10.863,10.603,9.556,-10.77
2020-04-19 05:30:00,10.591,10.824,10.849,10.593,9.557,-10.753
2020-04-19 05:40:00,10.569,10.792,10.832,10.596,9.564,-10.85
2020-04-19 05:50:00,10.547,10.781,10.816,10.592,9.567,-10.829
2020-04-19 06:00:00,10.528,10.757,10.806,10.575,9.566,-10.651
2020-04-19 06:10:00,10.519,10.761,10.798,10.583,9.569,-10.541
2020-04-19 06:20:00,10.489,10.725,10.764,10.557,9.572,-10.405
2020-04-19 06:30:00,10.473,10.716,10.761,10.551,9.573,-10.247
2020-04-19 06:40:00,10.451,10.696,10.735,10.558,9.576,-10.255
2020-04-19 06:50:00,10.439,10.667,10.734,10.537,9.575,-10.317
2020-04-19 07:00:00,10.426,10.652,10.709,10.529,9.577,-10.449
2020-04-19 07:10:00,10.418,10.648,10.704,10.518,9.577,-10.364
2020-04-19 07:20:00,10.412,10.628,10.676,10.508,9.579,-9.94
2020-04-19 07:30:00,10.409,10.612,10.669,10.502,9.579,-9.152
2020-04-19 07:40:00,10.419,10.603,10.653,10.492,9.581,-8.141
2020-04-19 07:50:00,10.429,10.6,10.646,10.484,9.583,-7.057
2020-04-19 08:00:00,10.446,10.607,10.633,10.471,9.586,-5.83
2020-04-19 08:10:00,10.464,10.593,10.618,10.468,9.583,-4.438
2020-04-19 08:20:00,10.494,10.57,10.612,10.456,9.587,-2.92
2020-04-19 08:30:00,10.521,10.582,10.599,10.445,9.589,-1.236
2020-04-19 08:40:00,10.561,10.588,10.583,10.441,9.589,0.399
2020-04-19 08:50:00,10.614,10.578,10.579,10.43,9.587,1.978
2020-04-19 09:00:00,10.656,10.596,10.576,10.426,9.592,3.853
2020-04-19 09:10:00,10.702,10.612,10.576,10.408,9.59,6.197
2020-04-19 09:20:00,10.741,10.647,10.581,10.416,9.593,8.485
2020-04-19 09:30:00,10.787,10.659,10.574,10.41,9.595,10.334
2020-04-19 09:40:00,10.825,10.674,10.575,10.395,9.599,12.7
2020-04-19 09:50:00,10.868,10.7,10.58,10.401,9.599,15.565
2020-04-19 10:00:00,10.918,10.716,10.584,10.391,9.599,18.524
2020-04-19 10:10:00,10.981,10.741,10.592,10.392,9.601,21.315
2020-04-19 10:20:00,11.054,10.78,10.603,10.391,9.604,24.016
2020-04-19 10:30:00,11.139,10.825,10.613,10.384,9.606,26.88
2020-04-19 10:40:00,11.229,10.852,10.624,10.376,9.603,29.727
2020-04-19 10:50:00,11.331,10.879,10.646,10.385,9.608,32.981
2020-04-19 11:00:00,11.431,10.938,10.662,10.381,9.609,36.987
2020-04-19 11:10:00,11.536,10.968,10.679,10.381,9.611,41.459
2020-04-19 11:20:00,11.652,11.053,10.701,10.381,9.609,45.918
2020-04-19 11:30:00,11.76,11.076,10.724,10.374,9.61,49.422
2020-04-19 11:40:00,11.875,11.172,10.75,10.376,9.61,53.152
2020-04-19 11:50:00,11.986,11.228,10.777,10.371,9.61,56.831
2020-04-19 12:00:00,12.142,11.324,10.847,10.411,9.618,60.462
2020-04-19 12:10:00,12.244,11.379,10.849,10.404,9.614,63.516
2020-04-19 12:20:00,12.355,11.475,10.908,10.421,9.616,66.557
2020-04-19 12:30:00,12.442,11.504,10.933,10.405,9.617,70.339
2020-04-19 12:40:00,12.524,11.601,10.961,10.413,9.622,73.851
2020-04-19 12:50:00,12.612,11.687,11.004,10.405,9.622,77.005
2020-04-19 13:00:00,12.685,11.743,11.053,10.432,9.617,79.44
2020-04-19 13:10:00,12.77,11.792,11.098,10.431,9.616,80.957
2020-04-19 13:20:00,12.845,11.867,11.141,10.457,9.621,81.735
2020-04-19 13:30:00,12.924,11.972,11.194,10.469,9.621,81.6
2020-04-19 13:40:00,12.978,12.022,11.231,10.485,9.622,80.215
2020-04-19 13:50:00,13.024,12.058,11.272,10.488,9.622,79.083
2020-04-19 14:00:00,13.042,12.122,11.316,10.515,9.622,75.81
2020-04-19 14:10:00,13.08,12.175,11.389,10.529,9.627,67.513
2020-04-19 14:20:00,13.114,12.248,11.441,10.561,9.626,67.345
2020-04-19 14:30:00,13.126,12.247,11.431,10.566,9.624,67.952
2020-04-19 14:40:00,13.147,12.278,11.489,10.571,9.627,66.908
2020-04-19 14:50:00,13.166,12.317,11.523,10.586,9.628,65.1
2020-04-19 15:00:00,13.174,12.362,11.568,10.615,9.629,62.93
2020-04-19 15:10:00,13.199,12.395,11.612,10.635,9.63,59.971
2020-04-19 15:20:00,13.218,12.415,11.648,10.664,9.629,56.699
2020-04-19 15:30:00,13.212,12.465,11.673,10.688,9.631,53.355
2020-04-19 15:40:00,13.201,12.49,11.707,10.689,9.631,49.959
2020-04-19 15:50:00,13.205,12.499,11.74,10.727,9.632,46.749
2020-04-19 16:00:00,13.171,12.503,11.754,10.745,9.635,43.59
2020-04-19 16:10:00,13.162,12.516,11.783,10.773,9.638,40.135
2020-04-19 16:20:00,13.142,12.519,11.835,10.797,9.64,36.34
2020-04-19 16:30:00,13.099,12.525,11.843,10.802,9.641,32.72
2020-04-19 16:40:00,13.066,12.54,11.846,10.809,9.644,29.56
2020-04-19 16:50:00,13.033,12.524,11.883,10.848,9.65,26.11
2020-04-19 17:00:00,12.996,12.528,11.911,10.882,9.651,22.605
2020-04-19 17:10:00,12.936,12.516,11.901,10.878,9.649,19.108
2020-04-19 17:20:00,12.886,12.523,11.938,10.911,9.652,15.844
2020-04-19 17:30:00,12.816,12.475,11.927,10.934,9.655,12.662
2020-04-19 17:40:00,12.768,12.52,11.966,10.96,9.658,9.855
2020-04-19 17:50:00,12.708,12.449,11.946,10.961,9.663,7.143
2020-04-19 18:00:00,12.623,12.424,11.948,10.967,9.66,4.519
2020-04-19 18:10:00,12.547,12.397,11.947,10.975,9.674,2.032
2020-04-19 18:20:00,12.48,12.355,11.948,11.011,9.677,-0.699
2020-04-19 18:30:00,12.421,12.357,11.962,11.035,9.679,-3.31
2020-04-19 18:40:00,12.364,12.312,11.967,11.051,9.686,-5.256
2020-04-19 18:50:00,12.294,12.302,11.961,11.071,9.687,-7.052
2020-04-19 19:00:00,12.202,12.217,11.897,11.053,9.692,-8.631
2020-04-19 19:10:00,12.126,12.206,11.9,11.073,9.702,-10.017
2020-04-19 19:20:00,12.068,12.185,11.915,11.086,9.705,-11.336
2020-04-19 19:30:00,11.993,12.137,11.885,11.088,9.705,-12.555
2020-04-19 19:40:00,11.922,12.098,11.867,11.107,9.711,-13.711
2020-04-19 19:50:00,11.843,12.046,11.848,11.107,9.723,-14.831
2020-04-19 20:00:00,11.782,11.99,11.843,11.112,9.726,-15.747
2020-04-19 20:10:00,11.714,11.963,11.814,11.118,9.732,-16.426
2020-04-19 20:20:00,11.629,11.919,11.805,11.13,9.731,-17.022
2020-04-19 20:30:00,11.577,11.891,11.799,11.12,9.739,-17.556
2020-04-19 20:40:00,11.512,11.844,11.764,11.136,9.741,-18.156
2020-04-19 20:50:00,11.44,11.79,11.735,11.143,9.749,-18.646
2020-04-19 21:00:00,11.37,11.747,11.704,11.121,9.754,-19.116
2020-04-19 21:10:00,11.313,11.725,11.672,11.128,9.757,-19.651
2020-04-19 21:20:00,11.259,11.7,11.653,11.114,9.759,-20.144
2020-04-19 21:30:00,11.171,11.591,11.609,11.122,9.769,-20.689
2020-04-19 21:40:00,11.101,11.549,11.606,11.126,9.777,-21.215
2020-04-19 21:50:00,11.045,11.548,11.586,11.124,9.782,-21.757
2020-04-19 22:00:00,10.979,11.47,11.521,11.11,9.785,-22.215
2020-04-19 22:10:00,10.926,11.438,11.52,11.108,9.785,-22.447
2020-04-19 22:20:00,10.859,11.408,11.494,11.104,9.795,-22.594
2020-04-19 22:30:00,10.809,11.343,11.487,11.096,9.802,-22.756
2020-04-19 22:40:00,10.752,11.313,11.425,11.098,9.803,-22.757
2020-04-19 22:50:00,10.683,11.26,11.394,11.087,9.804,-23.058
2020-04-19 23:00:00,10.609,11.234,11.367,11.086,9.807,-23.842
2020-04-19 23:10:00,10.532,11.186,11.354,11.062,9.814,-25.026
2020-04-19 23:20:00,10.444,11.128,11.302,11.06,9.816,-25.862
2020-04-19 23:30:00,10.359,11.05,11.288,11.044,9.828,-26.274
2020-04-19 23:40:00,10.294,11.024,11.241,11.04,9.829,-26.557
2020-04-19 23:50:00,10.219,10.97,11.212,11.028,9.835,-26.82
2020-04-20 00:00:00,10.135,10.908,11.173,11.014,9.844,-27.226
2020-04-20 00:10:00,10.049,10.855,11.135,11.019,9.848,-27.622
2020-04-20 00:20:00,9.975,10.79,11.113,11.007,9.849,-27.993
2020-04-20 00:30:00,9.891,10.725,11.075,10.985,9.848,-28.296
2020-04-20 00:40:00,9.813,10.704,11.035,10.979,9.854,-28.601
2020-04-20 00:50:00,9.745,10.636,11.001,10.962,9.859,-28.872
2020-04-20 01:00:00,9.664,10.598,10.971,10.942,9.863,-29.163
2020-04-20 01:10:00,9.598,10.57,10.937,10.939,9.87,-29.335
2020-04-20 01:20:00,9.523,10.467,10.884,10.91,9.871,-29.249
2020-04-20 01:30:00,9.471,10.419,10.828,10.906,9.873,-28.877
2020-04-20 01:40:00,9.413,10.381,10.805,10.874,9.879,-28.677
2020-04-20 01:50:00,9.394,10.341,10.768,10.889,9.877,-28.543
2020-04-20 02:00:00,9.351,10.298,10.745,10.846,9.884,-28.644
2020-04-20 02:10:00,9.298,10.242,10.715,10.835,9.889,-28.848
2020-04-20 02:20:00,9.267,10.231,10.684,10.833,9.888,-28.774
2020-04-20 02:30:00,9.207,10.176,10.644,10.815,9.892,-28.883
2020-04-20 02:40:00,9.148,10.113,10.579,10.776,9.895,-29.244
2020-04-20 02:50:00,9.142,10.1,10.583,10.78,9.9,-28.992
